iso3c,year,res_rents,gini_post_tax,gini_pre_tax
PSE,2003,,35.5,36.4
PSE,2004,,35.5,36.4
PSE,2005,,35.6,36.4
PSE,2006,,35.6,36.5
PSE,2007,,35.7,36.5
PSE,2008,,35.6,36.4
PSE,2009,,35.6,36.3
PSE,2010,,35.5,36.1
PSE,2011,,35.4,36.1
PSE,2012,,35.3,36
PSE,2013,,35.3,35.9
PSE,2014,,35.2,35.8
PSE,2015,,35.1,35.8
PSE,2016,,35,35.7
QAT,1988,,38.5,39.6
QAT,1989,,38.6,39.7
QAT,1990,,38.7,39.7
QAT,1991,,38.8,39.8
QAT,1992,,38.8,39.9
QAT,1993,,38.8,40
QAT,1994,,38.8,40.1
QAT,1995,,38.9,40.2
QAT,1996,,39,40.3
QAT,1997,,39.1,40.4
QAT,1998,,39.1,40.5
QAT,1999,,39.2,40.6
QAT,2000,,39.2,40.7
QAT,2001,,39.3,40.8
QAT,2002,,39.4,40.9
QAT,2003,,39.6,41
QAT,2004,,39.6,41.2
QAT,2005,,39.7,41.3
QAT,2006,,39.7,41.4
QAT,2007,,39.8,41.4
QAT,2008,,39.8,41.5
QAT,2009,,39.8,41.6
QAT,2010,,39.8,41.7
QAT,2011,,39.8,41.8
QAT,2012,,39.8,42
QAT,2013,,39.8,42.1
ROU,1989,,21.9,31.4
ROU,1990,,21.6,31.6
ROU,1991,,22.4,32.2
ROU,1992,,23.4,33.1
ROU,1993,,24.8,34.3
ROU,1994,,26.1,35.6
ROU,1995,,27.4,37.1
ROU,1996,,27.7,37.1
ROU,1997,,28,37.2
ROU,1998,,28.4,36.8
ROU,1999,,29,36.6
ROU,2000,,29.5,36.5
ROU,2001,,30.2,36.6
ROU,2002,,30.7,36.9
ROU,2003,,31.4,37.2
ROU,2004,,32.1,37.6
ROU,2005,,32.7,38.1
ROU,2006,,33.2,38.5
ROU,2007,,33.3,38.7
ROU,2008,,33.1,38.7
ROU,2009,,33,38.8
ROU,2010,,33,38.9
ROU,2011,,33.1,39
ROU,2012,,33.3,39.1
ROU,2013,,33.4,39.1
ROU,2014,,33.4,39.2
ROU,2015,,33.4,39.2
ROU,2016,,33.4,39.2
RUS,1980,,24.6,27.5
RUS,1981,,24.6,27.3
RUS,1982,,24.6,27.3
RUS,1983,,24.5,27.2
RUS,1984,,24.5,27.1
RUS,1985,,24.5,27.1
RUS,1986,,24.5,27
RUS,1987,,24.6,27
RUS,1988,,25.1,34.9
RUS,1989,,25.2,35.3
RUS,1990,,25.9,36
RUS,1991,,27.7,36.9
RUS,1992,,31.1,39
RUS,1993,,34.4,41.6
RUS,1994,,36.4,43.4
RUS,1995,,37.4,44.6
RUS,1996,,37.5,45.7
RUS,1997,,36.7,46.1
RUS,1998,,36.7,46.7
RUS,1999,,36.7,47.3
RUS,2000,,37.2,47.9
RUS,2001,,36.5,47.8
RUS,2002,,36,47.9
RUS,2003,,36.4,48.3
RUS,2004,,36.7,48.5
RUS,2005,,36.5,48.1
RUS,2006,,36.4,47.8
RUS,2007,,36.2,47.3
RUS,2008,,36.4,47.6
RUS,2009,,35.7,47.1
RUS,2010,,35.3,46.6
RUS,2011,,35.5,46.5
RUS,2012,,35.3,46.3
RUS,2013,,34.7,45.7
RUS,2014,,34.1,45
RUS,2015,,33.5,44.5
RUS,2016,,33.3,44.5
RWA,1984,,34.3,36.8
RWA,1985,,34.7,37.2
RWA,1986,,35,37.7
RWA,1987,,35.8,38.4
RWA,1988,,36.5,39.3
RWA,1989,,37.2,40.1
RWA,1990,,38,40.8
RWA,1991,,38.7,41.6
RWA,1992,,39.5,42.3
RWA,1993,,40.2,43
RWA,1994,,41,43.8
RWA,1995,,41.7,44.6
RWA,1996,,42.5,45.3
RWA,1997,,43.2,46.1
RWA,1998,,44,46.8
RWA,1999,,44.8,47.6
RWA,2000,,45.6,48.3
RWA,2001,,46,48.9
RWA,2002,,46.3,49.2
RWA,2003,,46.7,49.6
RWA,2004,,47.1,49.9
RWA,2005,,47.4,50.3
RWA,2006,,47.4,50.3
RWA,2007,,47.5,50.3
RWA,2008,,47.5,50.2
RWA,2009,,47.5,50.2
RWA,2010,,47.6,50.1
RWA,2011,,47.4,49.9
RWA,2012,,47.1,49.7
RWA,2013,,47,49.5
RWA,2014,,46.9,49.5
SAU,2007,,47.9,49.2
SAU,2008,,47.9,49.2
SAU,2009,,47.9,49.1
SAU,2010,,47.8,49.1
SAU,2011,,47.8,49.1
SAU,2012,,47.8,49.1
SAU,2013,,47.8,49
SDN,1968,,39.4,39
SDN,1969,,39.3,39
SDN,1970,,39.2,38.9
SDN,1971,,39.2,38.8
SDN,1972,,39.1,38.8
SDN,1973,,39,38.8
SDN,1974,,38.9,38.6
SDN,1975,,38.9,38.5
SDN,1976,,38.8,38.5
SDN,1977,,38.7,38.5
SDN,1978,,38.6,38.4
SDN,1979,,38.5,38.3
SDN,1980,,38.4,38.2
SDN,1981,,38.3,38.2
SDN,1982,,38.2,38.1
SDN,1983,,38.2,38
SDN,1984,,38.1,37.9
SDN,1985,,38,37.8
SDN,1986,,37.9,37.7
SDN,1987,,37.9,37.7
SDN,1988,,37.8,37.6
SDN,1989,,37.7,37.6
SDN,1990,,37.6,37.5
SDN,1991,,37.5,37.5
SDN,1992,,37.4,37.4
SDN,1993,,37.3,37.3
SDN,1994,,37.2,37.2
SDN,1995,,37.2,37.1
SDN,1996,,37.1,37
SDN,1997,,37,37
SDN,1998,,37,36.9
SDN,1999,,36.9,36.9
SDN,2000,,36.8,36.8
SDN,2001,,36.7,36.8
SDN,2002,,36.6,36.7
SDN,2003,,36.5,36.6
SDN,2004,,36.4,36.5
SDN,2005,,36.4,36.4
SDN,2006,,36.3,36.3
SDN,2007,,36.2,36.2
SDN,2008,,36.2,36.2
SDN,2009,,36.1,36.1
SEN,1991,,42.6,43.3
SEN,1992,,42.3,43
SEN,1993,,42,42.7
SEN,1994,,41.7,42.3
SEN,1995,,41.4,42
SEN,1996,,41.3,41.7
SEN,1997,,41.1,41.5
SEN,1998,,41,41.3
SEN,1999,,40.8,41.1
SEN,2000,,40.7,41
SEN,2001,,40.5,40.8
SEN,2002,,40.3,40.5
SEN,2003,,40.1,40.3
SEN,2004,,39.9,40.1
SEN,2005,,39.7,39.9
SEN,2006,,39.6,39.8
SEN,2007,,39.5,39.7
SEN,2008,,39.4,39.6
SEN,2009,,39.3,39.5
SEN,2010,,39.2,39.3
SEN,2011,,39.1,39.2
SGP,1973,,36.7,41.2
SGP,1974,,36.7,41.3
SGP,1975,,36.7,41.3
SGP,1976,,36.6,41.3
SGP,1977,,36.6,41.4
SGP,1978,,36.6,41.5
SGP,1979,,36.6,41.6
SGP,1980,,36.6,41.7
SGP,1981,,36.7,41.9
SGP,1982,,36.8,42
SGP,1983,,36.8,42.1
SGP,1984,,36.9,42.2
SGP,1985,,37,42.3
SGP,1986,,37,42.5
SGP,1987,,37.1,42.6
SGP,1988,,37.2,42.7
SGP,1989,,37.5,42.9
SGP,1990,,37.7,43.1
SGP,1991,,38,43.3
SGP,1992,,38.2,43.4
SGP,1993,,38.4,43.6
SGP,1994,,38.5,43.7
SGP,1995,,38.7,43.7
SGP,1996,,38.8,43.8
SGP,1997,,38.9,43.9
SGP,1998,,38.9,44
SGP,1999,,38.9,43.9
SGP,2000,,38.8,43.9
SGP,2001,,38.9,43.9
SGP,2002,,38.9,44
SGP,2003,,39,44
SGP,2004,,39.2,44.1
SGP,2005,,39.2,44.2
SGP,2006,,39.4,44.3
SGP,2007,,39.5,44.4
SGP,2008,,39.5,44.4
SGP,2009,,39.4,44.3
SGP,2010,,39.4,44.2
SGP,2011,,39.3,44.1
SGP,2012,,39.2,44
SGP,2013,,39,43.9
SGP,2014,,38.8,43.7
SGP,2015,,38.5,43.6
SGP,2016,,38.4,43.5
SGP,2017,,38.3,43.4
SLB,2005,,42.7,43.5
SLB,2006,,42.6,43.5
SLB,2007,,42.4,43.2
SLB,2008,,42.3,43
SLB,2009,,42.1,42.9
SLB,2010,,41.9,42.6
SLB,2011,,41.7,42.4
SLB,2012,,41.5,42.2
SLB,2013,,41.3,42
SLE,1969,,43.6,43.4
SLE,1970,,43.7,43.5
SLE,1971,,43.8,43.7
SLE,1972,,43.9,43.9
SLE,1973,,44,44
SLE,1974,,44.2,44.2
SLE,1975,,44.3,44.3
SLE,1976,,44.4,44.5
SLE,1977,,44.5,44.6
SLE,1978,,44.6,44.8
SLE,1979,,44.6,45
SLE,1980,,44.7,45.2
SLE,1981,,44.9,45.3
SLE,1982,,45,45.5
SLE,1983,,45.1,45.7
SLE,1984,,45.2,45.8
SLE,1985,,45.3,45.9
SLE,1986,,45.4,46.1
SLE,1987,,45.5,46.3
SLE,1988,,45.6,46.4
SLE,1989,,45.7,46.6
SLE,1990,,45.4,46.2
SLE,1991,,45.1,45.8
SLE,1992,,44.7,45.4
SLE,1993,,44.4,45.1
SLE,1994,,44.1,44.8
SLE,1995,,43.7,44.4
SLE,1996,,43.4,44.1
SLE,1997,,43.1,43.7
SLE,1998,,42.8,43.4
SLE,1999,,42.5,43
SLE,2000,,42.2,42.6
SLE,2001,,41.9,42.3
SLE,2002,,41.5,41.9
SLE,2003,,41.2,41.6
SLE,2004,,40.8,41.2
SLE,2005,,40.5,40.8
SLE,2006,,40,40.4
SLE,2007,,39.5,40
SLE,2008,,39.1,39.5
SLE,2009,,38.7,39
SLE,2010,,38.3,38.6
SLE,2011,,37.9,38.2
SLV,1991,,46.7,51.3
SLV,1992,,46.7,51.4
SLV,1993,,46.7,51.5
SLV,1994,,46.7,51.6
SLV,1995,,46.7,51.7
SLV,1996,,46.8,51.8
SLV,1997,,46.9,51.9
SLV,1998,,46.9,52
SLV,1999,,46.8,52.1
SLV,2000,,46.7,52.1
SLV,2001,,46.4,52
SLV,2002,,46,51.7
SLV,2003,,45.3,51.4
SLV,2004,,44.6,51
SLV,2005,,43.9,50.6
SLV,2006,,43.1,50.2
SLV,2007,,42.6,49.7
SLV,2008,,42.1,49.3
SLV,2009,,41.5,48.8
SLV,2010,,40.7,48.2
SLV,2011,,40,47.7
SLV,2012,,39.6,47.2
SLV,2013,,39.4,46.9
SLV,2014,,38.9,46.5
SLV,2015,,38.5,46.3
SLV,2016,,38.3,46.2
SOM,2002,,36.1,39.3
SRB,1997,,30.9,47.1
SRB,1998,,31.1,47.3
SRB,1999,,31.5,47.6
SRB,2000,,32.4,48
SRB,2001,,33.1,48.5
SRB,2002,,33.6,48.9
SRB,2003,,34.1,49.3
SRB,2004,,34.4,49.7
SRB,2005,,34.6,50
SRB,2006,,34.7,50.3
SRB,2007,,34.5,50.7
SRB,2008,,34.2,50.9
SRB,2009,,34.1,51.3
SRB,2010,,34,51.6
SRB,2011,,34.2,51.4
SRB,2012,,34.5,51.4
SRB,2013,,34.6,51.5
SRB,2014,,34.6,51.2
SRB,2015,,34.5,51.1
SRB,2016,,34.2,51.1
SSD,2009,,46.4,46
STP,2000,,31,31.1
STP,2001,,30.9,31.1
STP,2002,,30.8,31
STP,2003,,30.7,30.9
STP,2004,,30.7,30.8
STP,2005,,30.6,30.8
STP,2006,,30.5,30.7
STP,2007,,30.4,30.5
STP,2008,,30.3,30.5
STP,2009,,30.2,30.5
STP,2010,,30.1,30.4
SUR,1999,,51.5,55.7
SUR,2000,,51.6,55.7
SUR,2001,,51.7,55.7
SUR,2002,,51.7,55.7
SUR,2003,,51.8,55.7
SUR,2004,,51.9,55.7
SUR,2005,,52,55.7
SVK,1962,,,
SVK,1963,,,
SVK,1964,,,
SVK,1965,,,
SVK,1966,,,
SVK,1967,,,
SVK,1968,,,
SVK,1969,,,
SVK,1970,,,
SVK,1971,,,
SVK,1972,,,
SVK,1973,,,
SVK,1974,,,
SVK,1975,,,
SVK,1976,,,
SVK,1977,,,
SVK,1978,,,
SVK,1979,,,
SVK,1980,,,
SVK,1981,,,
SVK,1982,,,
SVK,1983,,,
SVK,1984,,,
SVK,1985,,,
SVK,1986,,,
SVK,1987,,,
SVK,1988,,18.2,32.8
SVK,1989,,17.4,33.7
SVK,1990,0.282684725765307,17.3,35.2
SVK,1991,0.161212409033897,17.8,37
SVK,1992,0.0946749224406767,18.8,39.1
SVK,1993,0.823443564109426,19.6,38.8
SVK,1994,0.528597174706756,21,39.5
SVK,1995,0.478813978250033,22.4,40.3
SVK,1996,0.479791080672421,23.8,40.9
SVK,1997,0.367490534079652,24.3,40.5
SVK,1998,0.318269234148339,24.7,40.3
SVK,1999,0.34691227732845,25.1,40.3
SVK,2000,0.395996224090946,25.5,40.5
SVK,2001,0.356171167834762,25.8,40.8
SVK,2002,0.254262084188959,26.2,41.4
SVK,2003,0.257781260005551,26.6,42.3
SVK,2004,0.302653403005141,26.8,43.2
SVK,2005,0.332671705411776,26.9,43.4
SVK,2006,0.305848102346211,25.7,42.1
SVK,2007,0.334902480355012,25.3,41.8
SVK,2008,0.392908892983514,25.3,41.6
SVK,2009,0.268640774916004,25.7,41.9
SVK,2010,0.333328790592519,25.7,41.9
SVK,2011,0.35677716792789,25.4,41.4
SVK,2012,0.326981621963677,25,40.8
SVK,2013,0.294832857775178,25.2,40.8
SVK,2014,0.294252930732096,24.7,40.3
SVK,2015,0.267416295521488,24.5,40.1
SVK,2016,0.296552217949987,24.3,39.8
SVN,1962,,,
SVN,1963,,,
SVN,1964,,,
SVN,1965,,,
SVN,1966,,,
SVN,1967,,,
SVN,1968,,,
SVN,1969,,,
SVN,1970,,,
SVN,1971,,,
SVN,1972,,,
SVN,1973,,,
SVN,1974,,,
SVN,1975,,,
SVN,1976,,,
SVN,1977,,,
SVN,1978,,,
SVN,1979,,,
SVN,1980,,,
SVN,1981,,,
SVN,1982,,,
SVN,1983,,,
SVN,1984,,,
SVN,1985,,,
SVN,1986,,,
SVN,1987,,21.3,28.4
SVN,1988,,21.3,28.5
SVN,1989,,21.7,28.8
SVN,1990,,22,29.1
SVN,1991,,22.6,29.6
SVN,1992,,23.2,30.2
SVN,1993,,23.6,30.9
SVN,1994,,23.4,31.6
SVN,1995,0.193468070426533,23.4,32.5
SVN,1996,0.192517576637101,23.4,33.6
SVN,1997,0.183109824899313,23.3,34.9
SVN,1998,0.136105880861084,23.3,35.4
SVN,1999,0.13125783906973,23.3,36.1
SVN,2000,0.164937527739408,23.3,36
SVN,2001,0.204817996598485,23.3,36.3
SVN,2002,0.137087066788897,23.3,36.8
SVN,2003,0.147093486905185,23.4,37.6
SVN,2004,0.243173153291216,23.5,38.8
SVN,2005,0.188803574746878,23.9,39.5
SVN,2006,0.211452465238677,23.8,39.6
SVN,2007,0.227294566434619,23.5,39.6
SVN,2008,0.388598268241026,23.6,39.6
SVN,2009,0.197038798438763,24.3,40.5
SVN,2010,0.277155395575667,24.7,41.1
SVN,2011,0.353439424296793,24.9,41.6
SVN,2012,0.243139165890568,25.5,42.5
SVN,2013,0.196084685164023,25.4,42.3
SVN,2014,0.260696106339795,25.2,42.1
SVN,2015,0.249681229352452,25,41.8
SVN,2016,0.255805010980574,24.8,41.5
SWE,1960,,36.3,50.7
SWE,1961,,36.2,50.6
SWE,1962,,35.9,50.3
SWE,1963,,35.5,49.8
SWE,1964,,34.9,49.1
SWE,1965,,34.2,48.1
SWE,1966,,33.3,47
SWE,1967,,32.1,45.6
SWE,1968,,32,45.9
SWE,1969,,31.6,45.9
SWE,1970,0.817574537476371,31,45.8
SWE,1971,0.760143054755987,30.1,45.4
SWE,1972,0.636191365499357,28.9,44.9
SWE,1973,0.970879026287127,27.3,44
SWE,1974,1.13521475314834,25.3,43
SWE,1975,0.783265130797339,23,41.9
SWE,1976,0.806941609039442,23.1,41.8
SWE,1977,0.584504953643525,22.8,41.6
SWE,1978,0.634615574060978,22.1,41.2
SWE,1979,0.713418830075297,21.7,40.7
SWE,1980,0.646190098684041,21.1,40.8
SWE,1981,0.587187990484409,20.8,41
SWE,1982,0.667852638073648,20.9,40.9
SWE,1983,0.663847534540643,21.1,40.9
SWE,1984,0.531186781190162,21.4,41.5
SWE,1985,0.562462597870344,21.6,42
SWE,1986,0.489036507427956,21.8,42.5
SWE,1987,0.444803480103971,21.7,42.7
SWE,1988,0.711477719526899,21.9,42.7
SWE,1989,0.735911345016423,22.4,42.9
SWE,1990,0.460995191010588,22.6,43.5
SWE,1991,0.275409968807545,22.6,44
SWE,1992,0.279064767413348,23,45.4
SWE,1993,0.350774477249738,23.2,46
SWE,1994,0.3463912028304,23.6,47.2
SWE,1995,0.379706502288325,23,48.2
SWE,1996,0.318907895819457,23.7,47.6
SWE,1997,0.313863232609671,24.3,47.6
SWE,1998,0.285131710554734,24.4,47.4
SWE,1999,0.232161681096039,24.7,47.2
SWE,2000,0.263667368906467,24.8,47
SWE,2001,0.272622999585532,24.5,46.7
SWE,2002,0.312530215237314,24.2,46.5
SWE,2003,0.269401609441995,23.8,46.3
SWE,2004,0.238163015887629,23.7,46.3
SWE,2005,0.501053363616841,23.8,46.7
SWE,2006,0.576783572489894,24.3,47.2
SWE,2007,0.833422843441004,24.8,47.5
SWE,2008,0.929685991614536,25,47.3
SWE,2009,0.503849125317196,25.2,47.4
SWE,2010,1.01349164635477,25.3,47.4
SWE,2011,1.05825687632872,25.4,47.4
SWE,2012,0.75028170458599,25.5,47.4
SWE,2013,0.894249031243411,25.7,47.3
SWE,2014,0.676923865115267,25.7,47.1
SWE,2015,0.393365952017501,25.9,46.9
SWE,2016,0.405466970472705,26.1,46.8
SWZ,1985,,52.3,45.6
SWZ,1986,,52.8,46
SWZ,1987,,53.4,46.5
SWZ,1988,,53.9,46.9
SWZ,1989,,54.5,47.4
SWZ,1990,,55,47.9
SWZ,1991,,55.5,48.3
SWZ,1992,,56.1,48.7
SWZ,1993,,56.6,49.2
SWZ,1994,,57.1,49.6
SWZ,1995,,57.3,49.7
SWZ,1996,,57.6,49.8
SWZ,1997,,57.8,50
SWZ,1998,,58,50
SWZ,1999,,58.2,50.1
SWZ,2000,,58.5,50.2
SWZ,2001,,58.5,50.2
SWZ,2002,,58.5,50.1
SWZ,2003,,58.6,50.1
SWZ,2004,,58.6,50.1
SWZ,2005,,58.6,50.1
SWZ,2006,,58.7,50.1
SWZ,2007,,58.8,50.2
SWZ,2008,,58.9,50.2
SWZ,2009,,58.9,50.2
SYC,2006,,40.7,42
SYC,2007,,40.7,42.2
SYC,2008,,40.8,42.4
SYC,2009,,40.8,42.6
SYC,2010,,40.9,42.8
SYC,2011,,41,42.9
SYC,2012,,41,43.2
SYC,2013,,41.1,43.3
SYR,1997,,34.4,35.1
SYR,1998,,34.5,35.2
SYR,1999,,34.7,35.4
SYR,2000,,34.8,35.5
SYR,2001,,35,35.7
SYR,2002,,35.2,36
SYR,2003,,35.4,36.1
SYR,2004,,35.5,36.3
SYR,2005,,35.5,36.2
SYR,2006,,35.4,36.2
SYR,2007,,35.3,36.2
TCA,1999,,40.5,37.7
TCD,2003,,40.2,40.5
TCD,2004,,40.3,40.7
TCD,2005,,40.4,40.9
TCD,2006,,40.6,41.1
TCD,2007,,40.8,41.3
TCD,2008,,41,41.5
TCD,2009,,41.1,41.7
TCD,2010,,41.3,41.8
TCD,2011,,41.5,42
TGO,2005,,40.6,40.9
TGO,2006,,40.9,41.3
TGO,2007,,41.2,41.6
TGO,2008,,41.5,41.8
TGO,2009,,41.8,42.1
TGO,2010,,42,42.4
TGO,2011,,42.4,42.7
TGO,2012,,42.4,42.7
TGO,2013,,42.4,42.6
TGO,2014,,42.4,42.6
TGO,2015,,42.4,42.6
THA,1962,,41.2,41.1
THA,1963,,41.3,41.3
THA,1964,,41.4,41.4
THA,1965,,41.5,41.6
THA,1966,,41.5,41.8
THA,1967,,41.7,41.9
THA,1968,,41.8,42
THA,1969,,41.8,42.2
THA,1970,,41.9,42.4
THA,1971,,41.9,42.5
THA,1972,,42,42.7
THA,1973,,42.1,42.9
THA,1974,,42.1,43.1
THA,1975,,42.2,43.2
THA,1976,,42.5,43.5
THA,1977,,42.6,43.8
THA,1978,,42.9,44.1
THA,1979,,43.1,44.4
THA,1980,,43.3,44.6
THA,1981,,43.5,44.9
THA,1982,,43.7,45.2
THA,1983,,43.9,45.5
THA,1984,,44.1,45.8
THA,1985,,44.3,46.1
THA,1986,,44.5,46.3
THA,1987,,44.5,46.3
THA,1988,,44.5,46.4
THA,1989,,44.6,46.4
THA,1990,,44.7,46.3
THA,1991,,44.7,46.3
THA,1992,,44.8,46.3
THA,1993,,44.6,46.1
THA,1994,,44.4,45.9
THA,1995,,44.2,45.8
THA,1996,,44.1,45.6
THA,1997,,44,45.6
THA,1998,,43.9,45.5
THA,1999,,43.9,45.6
THA,2000,,43.8,45.5
THA,2001,,43.5,45.3
THA,2002,,43.3,45
THA,2003,,43.1,44.9
THA,2004,,43,44.7
THA,2005,,42.8,44.5
THA,2006,,42.6,44.3
THA,2007,,42.1,43.8
THA,2008,,41.6,43.2
THA,2009,,41.1,42.7
THA,2010,,40.7,42.1
THA,2011,,40.3,41.7
THA,2012,,39.8,41.2
THA,2013,,39.5,40.9
THA,2014,,39,40.5
THA,2015,,38.8,40.3
THA,2016,,38.7,40.3
THA,2017,,38.7,40.3
TJK,1988,,31.8,33.3
TJK,1989,,32.1,33.4
TJK,1990,,32.8,33.8
TJK,1991,,33.7,34.2
TJK,1992,,34.6,34.7
TJK,1993,,35.5,35.2
TJK,1994,,36.4,35.6
TJK,1995,,37.3,36
TJK,1996,,38.2,36.5
TJK,1997,,39.1,36.9
TJK,1998,,40,37.4
TJK,1999,,40.9,37.8
TJK,2000,,41.6,38.2
TJK,2001,,42.3,38.6
TJK,2002,,43,38.9
TJK,2003,,43.7,39.3
TJK,2004,,43.8,39.3
TJK,2005,,43.9,39.3
TJK,2006,,43.9,39.3
TJK,2007,,44,39.3
TJK,2008,,43.9,39.1
TJK,2009,,43.9,39.1
TJK,2010,,43.9,39.1
TJK,2011,,44,39.2
TJK,2012,,44,39.2
TJK,2013,,44.1,39.3
TJK,2014,,44.3,39.4
TJK,2015,,44.4,39.5
TKM,1988,,28.5,32.7
TKM,1989,,28.9,33.2
TKM,1990,,29.6,33.9
TKM,1991,,30.3,34.7
TKM,1992,,31.1,35.5
TKM,1993,,31.8,36.3
TKM,1994,,32.3,36.9
TKM,1995,,32.7,37.6
TKM,1996,,33.2,38.2
TKM,1997,,33.6,38.8
TKM,1998,,34.1,39.5
TKM,1999,,34.3,39.7
TKM,2000,,34.5,40
TKM,2001,,34.6,40.3
TKM,2002,,34.8,40.6
TKM,2003,,34.9,40.8
TKM,2004,,35.1,41.1
TKM,2005,,35.2,41.4
TLS,2001,,34,34.9
TLS,2002,,33.7,34.5
TLS,2003,,33.3,34.2
TLS,2004,,32.9,33.8
TLS,2005,,32.5,33.5
TLS,2006,,32.1,33.1
TLS,2007,,31.8,32.7
TLS,2008,,31.7,32.6
TLS,2009,,31.5,32.5
TLS,2010,,31.4,32.3
TLS,2011,,31.3,32.2
TLS,2012,,31.2,32.1
TLS,2013,,31,31.9
TLS,2014,,30.9,31.8
TON,1984,,35.2,38.6
TON,1985,,35.4,38.7
TON,1986,,35.4,38.8
TON,1987,,35.5,38.8
TON,1988,,35.6,38.9
TON,1989,,35.6,39
TON,1990,,35.7,39
TON,1991,,35.8,39.1
TON,1992,,35.8,39.2
TON,1993,,36,39.1
TON,1994,,36.1,39.1
TON,1995,,36.3,39.1
TON,1996,,36.4,39.1
TON,1997,,36.5,39.2
TON,1998,,36.7,39.1
TON,1999,,36.8,39.1
TON,2000,,37,39.1
TON,2001,,37.1,39.1
TON,2002,,37.3,39.3
TON,2003,,37.5,39.4
TON,2004,,37.7,39.5
TON,2005,,37.8,39.7
TON,2006,,37.9,39.6
TON,2007,,37.9,39.6
TON,2008,,37.8,39.5
TON,2009,,37.8,39.5
TTO,1972,,41.6,43.5
TTO,1973,,41.6,43.6
TTO,1974,,41.6,43.7
TTO,1975,,41.7,43.7
TTO,1976,,41.7,43.9
TTO,1977,,41.7,44
TTO,1978,,41.6,44.1
TTO,1979,,41.6,44.2
TTO,1980,,41.7,44.3
TTO,1981,,41.7,44.3
TTO,1982,,41.7,44.4
TTO,1983,,41.7,44.5
TTO,1984,,41.6,44.5
TTO,1985,,41.6,44.7
TTO,1986,,41.6,44.8
TTO,1987,,41.6,44.9
TTO,1988,,41.6,44.9
TTO,1989,,41.6,44.9
TTO,1990,,41.6,44.9
TTO,1991,,41.6,44.9
TTO,1992,,41.7,44.9
TTO,1993,,41.7,44.8
TTO,1994,,41.7,44.8
TTO,1995,,41.7,44.7
TTO,1996,,41.7,44.6
TTO,1997,,41.7,44.6
TTO,1998,,41.7,44.6
TTO,1999,,41.8,44.5
TTO,2000,,41.8,44.5
TTO,2001,,41.8,44.4
TTO,2002,,41.8,44.3
TTO,2003,,41.8,44.3
TTO,2004,,41.8,44.2
TTO,2005,,41.8,44.1
TUN,1985,,41.3,42.2
TUN,1986,,41.2,42.1
TUN,1987,,41.1,42
TUN,1988,,41,42
TUN,1989,,40.9,41.8
TUN,1990,,40.8,41.7
TUN,1991,,40.8,41.7
TUN,1992,,40.8,41.6
TUN,1993,,40.7,41.6
TUN,1994,,40.6,41.5
TUN,1995,,40.5,41.5
TUN,1996,,40.4,41.4
TUN,1997,,40.3,41.3
TUN,1998,,40.2,41.1
TUN,1999,,40.1,41.1
TUN,2000,,40,41
TUN,2001,,39.8,40.8
TUN,2002,,39.7,40.5
TUN,2003,,39.5,40.4
TUN,2004,,39.4,40.2
TUN,2005,,39.2,40.1
TUN,2006,,39,39.9
TUN,2007,,38.8,39.7
TUN,2008,,38.6,39.5
TUN,2009,,38.4,39.3
TUN,2010,,38.2,39.1
TUN,2011,,38,38.9
TUN,2012,,37.9,38.7
TUR,1987,,42.4,41.8
TUR,1988,,42.6,42
TUR,1989,,42.8,42.1
TUR,1990,,43,42.2
TUR,1991,,43.3,42.4
TUR,1992,,43.5,42.5
TUR,1993,,43.7,42.7
TUR,1994,,43.8,42.9
TUR,1995,,43.7,42.8
TUR,1996,,43.6,42.7
TUR,1997,,43.5,42.6
TUR,1998,,43.3,42.6
TUR,1999,,43.2,42.5
TUR,2000,,43.1,42.5
TUR,2001,,42.9,42.4
TUR,2002,,42.7,42.3
TUR,2003,,42.6,42.3
TUR,2004,,42.4,42.3
TUR,2005,,42.1,42.2
TUR,2006,,41.6,42.1
TUR,2007,,41.1,41.9
TUR,2008,,40.9,41.8
TUR,2009,,40.7,41.7
TUR,2010,,40.5,41.7
TUR,2011,,40.2,41.7
TUR,2012,,40,41.6
TUR,2013,,39.8,41.5
TUR,2014,,39.8,41.6
TUR,2015,,39.9,41.7
TUR,2016,,40,41.7
TUR,2017,,39.9,41.7
TUV,1994,,40.7,41.1
TUV,1995,,40.6,41.1
TUV,1996,,40.5,41
TUV,1997,,40.3,40.9
TUV,1998,,40.2,40.8
TUV,1999,,40.1,40.6
TUV,2000,,40,40.5
TUV,2001,,39.9,40.4
TUV,2002,,39.8,40.3
TUV,2003,,39.6,40.2
TUV,2004,,39.5,40.1
TUV,2005,,39.5,40.1
TUV,2006,,39.5,40.1
TUV,2007,,39.5,40.1
TUV,2008,,39.5,40.1
TUV,2009,,39.5,40.1
TUV,2010,,39.6,40.1
TWN,1964,,27.8,29.7
TWN,1965,,27.7,29.5
TWN,1966,,27.5,29.4
TWN,1967,,27.3,29.2
TWN,1968,,27.2,29
TWN,1969,,26.8,28.9
TWN,1970,,26.4,28.6
TWN,1971,,26.2,28.4
TWN,1972,,26,28.2
TWN,1973,,25.9,28
TWN,1974,,25.8,27.8
TWN,1975,,25.8,27.5
TWN,1976,,25.7,27.4
TWN,1977,,25.7,27.3
TWN,1978,,25.9,27.3
TWN,1979,,26.1,27.3
TWN,1980,,26.3,27.3
TWN,1981,,26.6,27.4
TWN,1982,,26.9,28.1
